server_time_local,server_time_utc,client_ts,device,sensors.gps.lat,sensors.gps.lon,sensors.gps.alt_m,sensors.gps.sat,sensors.gps.hdop,sensors.dht22.temp_c,sensors.dht22.hum_pct,sensors.bmp280.temp_c,sensors.bmp280.press_hpa,sensors.bmp280.alt_m,sensors.bh1750.lux,sensors.hs_s20b.adc_raw,sensors.hs_s20b.ratio,sensors.mh_z19e.co2_ppm
2025-09-04T00:12:05+05:30,2025-09-03T18:42:05+00:00,2025-09-04T00:12:07+05:30,esp32-env1,28.544485,77.333141,207,8,1.5,24.39999962,99.90000153,24.97999954,983.630249,249.5759125,705.833313,3538,0.863980472,421
2025-09-04T00:12:10+05:30,2025-09-03T18:42:10+00:00,2025-09-04T00:12:12+05:30,esp32-env1,28.544485,77.333141,209,10,1.2,24.39999962,99.90000153,24.97999954,983.6616211,249.3080902,702.5,3685,0.899877906,486
2025-09-04T00:12:15+05:30,2025-09-03T18:42:15+00:00,2025-09-04T00:12:17+05:30,esp32-env1,28.544485,77.333141,211,7,1.3,24.39999962,99.90000153,24.96999931,983.6501465,249.4059448,693.333313,3583,0.874969482,474
2025-09-04T00:12:20+05:30,2025-09-03T18:42:20+00:00,2025-09-04T00:12:22+05:30,esp32-env1,28.544485,77.333141,210,7,1,24.39999962,99.90000153,24.97999954,983.6578369,249.3405304,695.833313,4095,1,437
2025-09-04T00:12:25+05:30,2025-09-03T18:42:25+00:00,2025-09-04T00:12:27+05:30,esp32-env1,28.544485,77.333141,212,7,0.8,24.39999962,99.90000153,24.95999908,983.6306152,249.5728149,699.166626,3309,0.808058619,451
2025-09-04T00:12:30+05:30,2025-09-03T18:42:30+00:00,2025-09-04T00:12:32+05:30,esp32-env1,28.544485,77.333141,207,12,1,24.39999962,99.90000153,24.97999954,983.6560669,249.3554688,686.666626,3315,0.809523821,444
2025-09-04T00:12:35+05:30,2025-09-03T18:42:35+00:00,2025-09-04T00:12:37+05:30,esp32-env1,28.544485,77.333141,213,11,0.8,24.39999962,99.90000153,24.97999954,983.6428223,249.4682617,694.166626,3341,0.815873027,454
2025-09-04T00:12:40+05:30,2025-09-03T18:42:40+00:00,2025-09-04T00:12:42+05:30,esp32-env1,28.544485,77.333141,207,9,1.3,24.39999962,99.90000153,25,983.6418457,249.4770203,690.833313,3265,0.797313809,428
2025-09-04T00:12:45+05:30,2025-09-03T18:42:45+00:00,2025-09-04T00:12:47+05:30,esp32-env1,28.544485,77.333141,213,8,1.2,24.39999962,99.90000153,25,983.6370239,249.5177155,695.833313,3583,0.874969482,457
2025-09-04T00:12:50+05:30,2025-09-03T18:42:50+00:00,2025-09-04T00:12:52+05:30,esp32-env1,28.544485,77.333141,213,11,0.9,24.39999962,99.90000153,25.02000046,983.6487427,249.4177856,699.166626,2597,0.634188056,424
2025-09-04T00:12:55+05:30,2025-09-03T18:42:55+00:00,2025-09-04T00:12:57+05:30,esp32-env1,28.544485,77.333141,206,9,1,24.39999962,99.90000153,25.01000023,983.6517334,249.3925476,699.166626,2773,0.677167296,430
2025-09-04T00:13:00+05:30,2025-09-03T18:43:00+00:00,2025-09-04T00:13:02+05:30,esp32-env1,28.544485,77.333141,213,12,1.2,24.39999962,99.90000153,25.03000069,983.6575928,249.3425903,696.666626,3302,0.806349218,503
2025-09-04T00:13:05+05:30,2025-09-03T18:43:05+00:00,2025-09-04T00:13:07+05:30,esp32-env1,28.544485,77.333141,211,11,1.4,24.39999962,99.90000153,25.02000046,983.6433716,249.463623,697.5,3502,0.855189264,507
2025-09-04T00:13:14+05:30,2025-09-03T18:43:14+00:00,2025-09-04T00:13:12+05:30,esp32-env1,28.544485,77.333141,211,7,0.8,24.39999962,99.90000153,25.02000046,983.6523438,249.3874054,691.666626,3394,0.828815639,439
2025-09-04T00:13:21+05:30,2025-09-03T18:43:21+00:00,2025-09-04T00:13:17+05:30,esp32-env1,28.544485,77.333141,208,7,0.8,24.39999962,99.90000153,25,983.6525269,249.385849,693.333313,4095,1,479
2025-09-04T00:13:24+05:30,2025-09-03T18:43:24+00:00,2025-09-04T00:13:24+05:30,esp32-env1,28.544485,77.333141,215,11,1,24.39999962,99.90000153,25.01000023,983.6564941,249.3518677,693.333313,4095,1,477
2025-09-04T00:13:30+05:30,2025-09-03T18:43:30+00:00,2025-09-04T00:13:29+05:30,esp32-env1,28.544485,77.333141,212,10,1.5,24.39999962,99.90000153,25,983.6612549,249.3111725,701.666626,3439,0.839804649,490
2025-09-04T00:13:32+05:30,2025-09-03T18:43:32+00:00,2025-09-04T00:13:34+05:30,esp32-env1,28.544485,77.333141,207,8,1.2,24.39999962,99.90000153,25.01000023,983.6637573,249.2900543,694.166626,4095,1,486
2025-09-04T00:13:40+05:30,2025-09-03T18:43:40+00:00,2025-09-04T00:13:39+05:30,esp32-env1,28.544485,77.333141,208,8,1.3,24.39999962,99.90000153,25.01000023,983.659668,249.3250885,696.666626,3329,0.812942624,425
2025-09-04T00:13:42+05:30,2025-09-03T18:43:42+00:00,2025-09-04T00:13:44+05:30,esp32-env1,28.544485,77.333141,211,8,1.1,24.39999962,99.90000153,25.02000046,983.6760864,249.1849976,693.333313,3360,0.820512831,468
2025-09-04T00:13:50+05:30,2025-09-03T18:43:50+00:00,2025-09-04T00:13:49+05:30,esp32-env1,28.544485,77.333141,207,9,1.1,24.39999962,99.90000153,25.01000023,983.6500244,249.4069672,696.666626,3219,0.786080599,492
2025-09-04T00:13:52+05:30,2025-09-03T18:43:52+00:00,2025-09-04T00:13:54+05:30,esp32-env1,28.544485,77.333141,215,7,1.3,24.39999962,99.90000153,25.01000023,983.652832,249.3832855,698.333313,3311,0.80854702,502
2025-09-04T00:13:57+05:30,2025-09-03T18:43:57+00:00,2025-09-04T00:13:59+05:30,esp32-env1,28.544485,77.333141,208,7,1.3,24.39999962,99.90000153,25.01000023,983.659668,249.3250885,700.833313,2977,0.726984143,506
2025-09-04T00:14:02+05:30,2025-09-03T18:44:02+00:00,2025-09-04T00:14:04+05:30,esp32-env1,28.544485,77.333141,206,12,1.1,24.39999962,99.90000153,25,983.6559448,249.3565063,699.166626,2943,0.718681335,517
2025-09-04T00:14:07+05:30,2025-09-03T18:44:07+00:00,2025-09-04T00:14:09+05:30,esp32-env1,28.544485,77.333141,208,8,1.1,24.29999924,99.90000153,25.01000023,983.6702881,249.234436,705,2505,0.611721635,456
2025-09-04T00:14:12+05:30,2025-09-03T18:44:12+00:00,2025-09-04T00:14:14+05:30,esp32-env1,28.544485,77.333141,214,9,1.2,24.29999924,99.90000153,25.01000023,983.6808472,249.1443024,693.333313,2693,0.657631278,489
2025-09-04T00:14:17+05:30,2025-09-03T18:44:17+00:00,2025-09-04T00:14:19+05:30,esp32-env1,28.544485,77.333141,208,10,0.8,24.29999924,99.90000153,25,983.6661987,249.2689362,699.166626,2918,0.71257633,497
2025-09-04T00:14:22+05:30,2025-09-03T18:44:22+00:00,2025-09-04T00:14:24+05:30,esp32-env1,28.544485,77.333141,215,9,1.2,24.29999924,99.90000153,25.01000023,983.6716919,249.2220764,696.666626,4095,1,508
2025-09-04T00:14:27+05:30,2025-09-03T18:44:27+00:00,2025-09-04T00:14:29+05:30,esp32-env1,28.544485,77.333141,212,7,1.4,24.29999924,99.90000153,25.01000023,983.6688843,249.2462769,699.166626,3430,0.837606847,487
2025-09-04T00:14:34+05:30,2025-09-03T18:44:34+00:00,2025-09-04T00:14:34+05:30,esp32-env1,28.544485,77.333141,209,9,0.9,24.29999924,99.90000153,25.02000046,983.6673584,249.2591553,697.5,3486,0.85128206,444
2025-09-04T00:14:37+05:30,2025-09-03T18:44:37+00:00,2025-09-04T00:14:39+05:30,esp32-env1,28.544485,77.333141,214,10,0.9,24.29999924,99.90000153,25.02000046,983.6915894,249.0526276,696.666626,4095,1,495
2025-09-04T00:14:42+05:30,2025-09-03T18:44:42+00:00,2025-09-04T00:14:44+05:30,esp32-env1,28.544485,77.333141,211,12,1.3,24.29999924,99.90000153,25.03000069,983.6904907,249.0619049,696.666626,3315,0.809523821,498
2025-09-04T00:14:47+05:30,2025-09-03T18:44:47+00:00,2025-09-04T00:14:49+05:30,esp32-env1,28.544485,77.333141,206,7,1.3,24.29999924,99.90000153,25.04000092,983.6741333,249.2014771,698.333313,3184,0.777533591,425
2025-09-04T00:14:52+05:30,2025-09-03T18:44:52+00:00,2025-09-04T00:14:54+05:30,esp32-env1,28.544485,77.333141,206,9,1.1,24.29999924,99.90000153,25.04999924,983.6749878,249.1942596,690.833313,3247,0.792918205,478
2025-09-04T00:14:57+05:30,2025-09-03T18:44:57+00:00,2025-09-04T00:14:59+05:30,esp32-env1,28.544485,77.333141,213,12,1.5,24.29999924,99.90000153,25.04999924,983.6939697,249.032547,693.333313,3403,0.831013441,425
2025-09-04T00:15:02+05:30,2025-09-03T18:45:02+00:00,2025-09-04T00:15:04+05:30,esp32-env1,28.544485,77.333141,208,7,1.1,24.29999924,99.90000153,25.04999924,983.7004395,248.9769287,697.5,2587,0.631746054,515
2025-09-04T00:15:10+05:30,2025-09-03T18:45:10+00:00,2025-09-04T00:15:09+05:30,esp32-env1,28.544485,77.333141,212,12,1.2,24.29999924,99.90000153,25.05999947,983.6975098,249.0021515,695.833313,2766,0.675457895,503
2025-09-04T00:15:12+05:30,2025-09-03T18:45:12+00:00,2025-09-04T00:15:14+05:30,esp32-env1,28.544485,77.333141,211,9,1.3,24.29999924,99.90000153,25.06999969,983.6895142,249.0701447,695,3575,0.873015881,456
2025-09-04T00:15:17+05:30,2025-09-03T18:45:17+00:00,2025-09-04T00:15:19+05:30,esp32-env1,28.544485,77.333141,213,10,1.2,24.29999924,99.90000153,25.07999992,983.6920166,249.0490265,697.5,3455,0.843711853,458
2025-09-04T00:15:29+05:30,2025-09-03T18:45:29+00:00,2025-09-04T00:15:24+05:30,esp32-env1,28.544485,77.333141,209,7,1.5,24.29999924,99.90000153,25.06999969,983.6795044,249.1556396,700,4095,1,432
2025-09-04T00:15:30+05:30,2025-09-03T18:45:30+00:00,2025-09-04T00:15:29+05:30,esp32-env1,28.544485,77.333141,205,11,1,24.29999924,99.90000153,25.07999992,983.6921997,249.0474854,702.5,4095,1,498
2025-09-04T00:15:32+05:30,2025-09-03T18:45:32+00:00,2025-09-04T00:15:34+05:30,esp32-env1,28.544485,77.333141,206,8,1.2,24.29999924,99.90000153,25.06999969,983.6760864,249.1849976,694.166626,3454,0.843467653,443
2025-09-04T00:15:37+05:30,2025-09-03T18:45:37+00:00,2025-09-04T00:15:39+05:30,esp32-env1,28.544485,77.333141,205,11,0.8,24.29999924,99.90000153,25.09000015,983.6896973,249.0686035,703.333313,4095,1,423
2025-09-04T00:15:53+05:30,2025-09-03T18:45:53+00:00,2025-09-04T00:15:50+05:30,esp32-env1,28.544485,77.333141,205,9,1,24.29999924,99.90000153,25.09000015,983.6709595,249.228775,693.333313,2903,0.708913326,494
2025-09-04T00:15:57+05:30,2025-09-03T18:45:57+00:00,2025-09-04T00:15:56+05:30,esp32-env1,28.544485,77.333141,206,10,1.2,24.39999962,99.90000153,25.07999992,983.6715088,249.2236176,695,4068,0.993406594,446
2025-09-04T00:15:59+05:30,2025-09-03T18:45:59+00:00,2025-09-04T00:16:01+05:30,esp32-env1,28.544485,77.333141,214,7,1,24.39999962,99.90000153,25.10000038,983.6882324,249.0814667,598.333313,3059,0.747008562,437
2025-09-04T00:16:04+05:30,2025-09-03T18:46:04+00:00,2025-09-04T00:16:06+05:30,esp32-env1,28.544485,77.333141,209,9,1.3,24.39999962,99.90000153,25.10000038,983.6851807,249.1072235,597.5,3264,0.797069609,511
2025-09-04T00:16:07+05:30,2025-09-03T18:46:07+00:00,2025-09-04T00:15:44+05:30,esp32-env1,28.544485,77.333141,206,12,1.3,24.29999924,99.90000153,25.09000015,983.6793823,249.156662,695.833313,3424,0.836141646,475
2025-09-04T00:16:09+05:30,2025-09-03T18:46:09+00:00,2025-09-04T00:16:11+05:30,esp32-env1,28.544485,77.333141,210,11,1.2,24.39999962,99.90000153,25.11000061,983.697876,248.9990692,690.833313,3922,0.95775336,428
2025-09-04T00:16:14+05:30,2025-09-03T18:46:14+00:00,2025-09-04T00:16:16+05:30,esp32-env1,28.544485,77.333141,205,7,1,24.39999962,99.90000153,25.12000084,983.6811523,249.1417236,689.166626,3431,0.837851048,452
2025-09-04T00:16:19+05:30,2025-09-03T18:46:19+00:00,2025-09-04T00:16:21+05:30,esp32-env1,28.544485,77.333141,211,8,1.4,24.39999962,99.90000153,25.12999916,983.6784668,249.1643982,682.5,3501,0.854945064,467
2025-09-04T00:16:24+05:30,2025-09-03T18:46:24+00:00,2025-09-04T00:16:26+05:30,esp32-env1,28.544485,77.333141,209,7,1.5,24.39999962,99.90000153,25.12999916,983.6766968,249.1798401,693.333313,3519,0.859340668,494
2025-09-04T00:16:29+05:30,2025-09-03T18:46:29+00:00,2025-09-04T00:16:31+05:30,esp32-env1,28.544485,77.333141,213,10,0.8,24.39999962,99.90000153,25.13999939,983.6757813,249.187561,697.5,3522,0.860073268,443
2025-09-04T00:16:34+05:30,2025-09-03T18:46:34+00:00,2025-09-04T00:16:36+05:30,esp32-env1,28.544485,77.333141,207,9,0.8,24.39999962,99.90000153,25.13999939,983.6688843,249.2462769,695.833313,3495,0.853479862,480
2025-09-04T00:16:39+05:30,2025-09-03T18:46:39+00:00,2025-09-04T00:16:41+05:30,esp32-env1,28.544485,77.333141,215,11,1,24.39999962,99.90000153,25.15999985,983.678894,249.1607819,695.833313,3564,0.870329678,519
2025-09-04T00:16:44+05:30,2025-09-03T18:46:44+00:00,2025-09-04T00:16:46+05:30,esp32-env1,28.544485,77.333141,205,7,1.2,24.39999962,99.90000153,25.14999962,983.6594238,249.3271484,695,2864,0.699389517,446
2025-09-04T00:16:49+05:30,2025-09-03T18:46:49+00:00,2025-09-04T00:16:51+05:30,esp32-env1,28.544485,77.333141,214,7,0.9,24.39999962,99.90000153,25.17000008,983.6848145,249.110321,695.833313,2598,0.634432256,478
2025-09-04T00:16:54+05:30,2025-09-03T18:46:54+00:00,2025-09-04T00:16:56+05:30,esp32-env1,28.544485,77.333141,212,9,0.9,24.39999962,99.90000153,25.17000008,983.6741943,249.2009583,693.333313,3317,0.810012221,423
2025-09-04T00:16:59+05:30,2025-09-03T18:46:59+00:00,2025-09-04T00:17:01+05:30,esp32-env1,28.544485,77.333141,205,8,1,24.39999962,99.90000153,25.18000031,983.6749268,249.1947784,604.166626,3425,0.836385846,476
2025-09-04T00:17:04+05:30,2025-09-03T18:47:04+00:00,2025-09-04T00:17:06+05:30,esp32-env1,28.544485,77.333141,214,12,1.3,24.5,99.90000153,25.18000031,983.6715698,249.2230988,604.166626,3529,0.86178267,460
2025-09-04T00:17:09+05:30,2025-09-03T18:47:09+00:00,2025-09-04T00:17:11+05:30,esp32-env1,28.544485,77.333141,205,10,1.2,24.5,99.90000153,25.19000053,983.6720581,249.2189789,600,3575,0.873015881,452
2025-09-04T00:17:14+05:30,2025-09-03T18:47:14+00:00,2025-09-04T00:17:16+05:30,esp32-env1,28.544485,77.333141,211,10,0.8,24.5,99.90000153,25.18000031,983.6681519,249.2524567,590.833313,3581,0.874481082,499
2025-09-04T00:17:21+05:30,2025-09-03T18:47:21+00:00,2025-09-04T00:17:21+05:30,esp32-env1,28.544485,77.333141,207,8,0.9,24.5,99.90000153,25.18000031,983.6682739,249.2514343,606.666626,2772,0.676923096,438
2025-09-04T00:17:24+05:30,2025-09-03T18:47:24+00:00,2025-09-04T00:17:26+05:30,esp32-env1,28.544485,77.333141,207,11,1.2,24.5,99.90000153,25.17000008,983.6760864,249.1849976,598.333313,2661,0.649816871,506
2025-09-04T00:17:32+05:30,2025-09-03T18:47:32+00:00,2025-09-04T00:17:31+05:30,esp32-env1,28.544485,77.333141,215,7,1.4,24.5,99.90000153,25.19000053,983.6775513,249.1721191,622.5,3302,0.806349218,509
2025-09-04T00:17:34+05:30,2025-09-03T18:47:34+00:00,2025-09-04T00:17:36+05:30,esp32-env1,28.544485,77.333141,205,12,1.3,24.5,99.90000153,25.19000053,983.6600952,249.3209686,599.166626,4095,1,478
2025-09-04T00:17:39+05:30,2025-09-03T18:47:39+00:00,2025-09-04T00:17:41+05:30,esp32-env1,28.544485,77.333141,215,12,1,24.5,99.90000153,25.14999962,983.6814575,249.1391602,604.166626,3442,0.84053725,424
2025-09-04T00:17:44+05:30,2025-09-03T18:47:44+00:00,2025-09-04T00:17:46+05:30,esp32-env1,28.544485,77.333141,213,12,0.8,24.5,99.90000153,25.11000061,983.677002,249.1772614,600.833313,3511,0.857387066,449
2025-09-04T00:17:49+05:30,2025-09-03T18:47:49+00:00,2025-09-04T00:17:51+05:30,esp32-env1,28.544485,77.333141,211,9,1.4,24.5,99.90000153,25.09000015,983.6724854,249.2153778,653.333313,3514,0.858119667,492
2025-09-04T00:17:54+05:30,2025-09-03T18:47:54+00:00,2025-09-04T00:17:56+05:30,esp32-env1,28.544485,77.333141,208,12,1.5,24.5,99.90000153,25.11000061,983.6804199,249.1479034,605.833313,3466,0.846398056,461
2025-09-04T00:17:59+05:30,2025-09-03T18:47:59+00:00,2025-09-04T00:18:01+05:30,esp32-env1,28.544485,77.333141,212,11,1,24.5,99.90000153,25.13999939,983.6755981,249.1891174,602.5,3575,0.873015881,463
2025-09-04T00:18:04+05:30,2025-09-03T18:48:04+00:00,2025-09-04T00:18:06+05:30,esp32-env1,28.544485,77.333141,211,12,1.5,24.5,99.90000153,25.11000061,983.6758423,249.1870575,690.833313,3567,0.871062279,518
2025-09-04T00:18:09+05:30,2025-09-03T18:48:09+00:00,2025-09-04T00:18:11+05:30,esp32-env1,28.544485,77.333141,211,11,1.1,24.5,99.90000153,25.12000084,983.6695557,249.2406158,606.666626,3229,0.788522601,420
2025-09-04T00:18:14+05:30,2025-09-03T18:48:14+00:00,2025-09-04T00:18:16+05:30,esp32-env1,28.544485,77.333141,211,7,0.8,24.5,99.90000153,25.09000015,983.6636963,249.2905731,602.5,2861,0.698656917,433
2025-09-04T00:18:19+05:30,2025-09-03T18:48:19+00:00,2025-09-04T00:18:21+05:30,esp32-env1,28.544485,77.333141,212,8,0.9,24.5,99.90000153,25.07999992,983.6750488,249.1937408,627.5,2768,0.675946295,486
2025-09-04T00:18:24+05:30,2025-09-03T18:48:24+00:00,2025-09-04T00:18:26+05:30,esp32-env1,28.544485,77.333141,212,11,0.9,24.5,99.90000153,25.09000015,983.6673584,249.2591553,599.166626,3085,0.753357768,450
2025-09-04T00:18:29+05:30,2025-09-03T18:48:29+00:00,2025-09-04T00:18:31+05:30,esp32-env1,28.544485,77.333141,215,7,1.1,24.5,99.90000153,25.10000038,983.6864014,249.0969238,599.166626,3343,0.816361427,456
2025-09-04T00:18:34+05:30,2025-09-03T18:48:34+00:00,2025-09-04T00:18:36+05:30,esp32-env1,28.544485,77.333141,209,11,0.9,24.5,99.90000153,25.05999947,983.6547852,249.3662872,606.666626,4095,1,516
2025-09-04T00:18:39+05:30,2025-09-03T18:48:39+00:00,2025-09-04T00:18:41+05:30,esp32-env1,28.544485,77.333141,208,9,1.4,24.5,99.90000153,25.03000069,983.6716309,249.2225952,605,3470,0.847374856,442
2025-09-04T00:18:44+05:30,2025-09-03T18:48:44+00:00,2025-09-04T00:18:46+05:30,esp32-env1,28.544485,77.333141,212,7,1.2,24.5,99.90000153,24.97999954,983.663208,249.294693,596.666626,3535,0.863247871,421
2025-09-04T08:17:12+05:30,2025-09-04T02:47:12+00:00,2025-09-04T08:17:14+05:30,esp32-env1,28.544485,77.333141,211,11,0.8,25.70000076,99.90000153,26.39999962,984.5839233,241.4459381,388.333313,4095,1,430
2025-09-04T08:17:17+05:30,2025-09-04T02:47:17+00:00,2025-09-04T08:17:19+05:30,esp32-env1,28.544485,77.333141,207,8,1.2,25.70000076,99.90000153,26.37999916,984.5829468,241.4685822,387.4999695,4095,1,519
2025-09-04T08:17:22+05:30,2025-09-04T02:47:22+00:00,2025-09-04T08:17:24+05:30,esp32-env1,28.544485,77.333141,211,12,1.5,25.70000076,99.90000153,26.36000061,984.581665,241.4649811,389.9999695,4095,1,496
2025-09-04T08:17:27+05:30,2025-09-04T02:47:27+00:00,2025-09-04T08:17:29+05:30,esp32-env1,28.544485,77.333141,211,11,1.2,25.70000076,99.90000153,26.36000061,984.5884399,241.4073486,385.833313,4095,1,436
2025-09-04T08:17:33+05:30,2025-09-04T02:47:33+00:00,2025-09-04T08:17:34+05:30,esp32-env1,28.544485,77.333141,215,12,1.3,25.70000076,99.90000153,26.37000084,984.5717163,241.5498962,386.6666565,4095,1,484
2025-09-04T08:17:37+05:30,2025-09-04T02:47:37+00:00,2025-09-04T08:17:39+05:30,esp32-env1,28.544485,77.333141,209,8,1,25.70000076,99.90000153,26.38999939,984.598877,241.3183136,389.1666565,4095,1,487
2025-09-04T08:17:42+05:30,2025-09-04T02:47:42+00:00,2025-09-04T08:17:44+05:30,esp32-env1,28.544485,77.333141,211,11,1,25.70000076,99.90000153,26.37999916,984.581543,241.4660187,388.333313,4095,1,442
2025-09-04T08:17:47+05:30,2025-09-04T02:47:47+00:00,2025-09-04T08:17:49+05:30,esp32-env1,28.544485,77.333141,208,10,1.5,25.70000076,99.90000153,26.38999939,984.5836182,241.4485168,386.6666565,4095,1,491
2025-09-04T08:17:52+05:30,2025-09-04T02:47:52+00:00,2025-09-04T08:17:54+05:30,esp32-env1,28.544485,77.333141,208,7,1.5,25.70000076,99.90000153,26.40999985,984.5778198,241.4979248,387.4999695,4095,1,423
2025-09-04T08:17:57+05:30,2025-09-04T02:47:57+00:00,2025-09-04T08:17:59+05:30,esp32-env1,28.544485,77.333141,215,11,1.3,25.70000076,99.90000153,26.39999962,984.5708008,241.5576172,383.333313,4095,1,507
2025-09-04T08:18:03+05:30,2025-09-04T02:48:03+00:00,2025-09-04T08:18:04+05:30,esp32-env1,28.544485,77.333141,206,11,1.1,25.70000076,99.90000153,26.40999985,984.567749,241.5838776,384.1666565,4095,1,479
2025-09-04T08:18:07+05:30,2025-09-04T02:48:07+00:00,2025-09-04T08:18:09+05:30,esp32-env1,28.544485,77.333141,208,7,1,25.70000076,99.90000153,26.42000008,984.5598145,241.6512909,383.333313,4095,1,440
2025-09-04T08:18:12+05:30,2025-09-04T02:48:12+00:00,2025-09-04T08:18:14+05:30,esp32-env1,28.544485,77.333141,205,10,1.5,25.70000076,99.90000153,26.44000053,984.569458,241.5689392,383.333313,4095,1,454
2025-09-04T08:18:18+05:30,2025-09-04T02:48:18+00:00,2025-09-04T08:18:19+05:30,esp32-env1,28.544485,77.333141,206,8,1.5,25.70000076,99.90000153,26.45000076,984.5773926,241.5015259,383.333313,4095,1,493
2025-09-04T08:18:22+05:30,2025-09-04T02:48:22+00:00,2025-09-04T08:18:24+05:30,esp32-env1,28.544485,77.333141,211,9,1.4,25.70000076,99.90000153,26.46999931,984.5800171,241.4794006,384.9999695,4095,1,513
2025-09-04T08:18:27+05:30,2025-09-04T02:48:27+00:00,2025-09-04T08:18:29+05:30,esp32-env1,28.544485,77.333141,210,9,1.1,25.70000076,99.90000153,26.46999931,984.5923462,241.3739014,384.9999695,4095,1,482
2025-09-04T08:18:33+05:30,2025-09-04T02:48:33+00:00,2025-09-04T08:18:34+05:30,esp32-env1,28.544485,77.333141,214,7,1.4,25.70000076,99.90000153,26.46999931,984.5907593,241.3877869,384.9999695,4095,1,460
2025-09-04T08:18:37+05:30,2025-09-04T02:48:37+00:00,2025-09-04T08:18:39+05:30,esp32-env1,28.544485,77.333141,210,7,1.3,25.70000076,99.90000153,26.47999954,984.5738525,241.5318909,384.9999695,4095,1,478
2025-09-04T08:18:43+05:30,2025-09-04T02:48:43+00:00,2025-09-04T08:18:44+05:30,esp32-env1,28.544485,77.333141,211,8,0.9,25.70000076,99.90000153,26.47999954,984.6034546,241.2792053,386.6666565,4095,1,429
2025-09-04T08:18:48+05:30,2025-09-04T02:48:48+00:00,2025-09-04T08:18:49+05:30,esp32-env1,28.544485,77.333141,205,9,1.2,25.70000076,99.90000153,26.48999977,984.5863037,241.425354,386.6666565,4095,1,466
2025-09-04T08:18:52+05:30,2025-09-04T02:48:52+00:00,2025-09-04T08:18:54+05:30,esp32-env1,28.544485,77.333141,212,10,1.2,25.70000076,99.90000153,26.47999954,984.5858765,241.4294739,387.4999695,4095,1,484
2025-09-04T08:18:59+05:30,2025-09-04T02:48:59+00:00,2025-09-04T08:18:59+05:30,esp32-env1,28.544485,77.333141,208,12,0.8,25.70000076,99.90000153,26.47999954,984.5914307,241.3821259,385.833313,4095,1,460
2025-09-04T08:19:02+05:30,2025-09-04T02:49:02+00:00,2025-09-04T08:19:04+05:30,esp32-env1,28.544485,77.333141,211,10,1.5,25.70000076,99.90000153,26.47999954,984.5847168,241.4392548,383.333313,4095,1,422
2025-09-04T08:19:07+05:30,2025-09-04T02:49:07+00:00,2025-09-04T08:19:09+05:30,esp32-env1,28.544485,77.333141,206,12,1.3,25.70000076,99.90000153,26.48999977,984.5744019,241.5272522,383.333313,4095,1,444
2025-09-04T08:19:13+05:30,2025-09-04T02:49:13+00:00,2025-09-04T08:19:14+05:30,esp32-env1,28.544485,77.333141,208,7,1.1,25.70000076,99.90000153,26.48999977,984.5817261,241.4644775,384.1666565,4095,1,432
2025-09-04T08:19:53+05:30,2025-09-04T02:49:53+00:00,1970-01-01T00:00:00+00:00,esp32-env1,28.544485,77.333141,210,7,1,25.70000076,99.90000153,26.56999969,984.578125,241.4953461,349.1666565,4095,1,489,37,45,55,167
2025-09-04T08:20:02+05:30,2025-09-04T02:50:02+00:00,1970-01-01T00:00:00+00:00,esp32-env1,28.544485,77.333141,213,7,1.1,25.70000076,99.90000153,26.60000038,984.5985718,241.3208923,373.333313,4095,1,429,58,33,194,552
2025-09-04T08:20:03+05:30,2025-09-04T02:50:03+00:00,2025-09-04T08:20:04+05:30,esp32-env1,28.544485,77.333141,207,7,1.1,25.79999924,99.90000153,26.60000038,984.592041,241.3764648,375,4095,1,504,87,15,109,683
2025-09-04T08:20:08+05:30,2025-09-04T02:50:08+00:00,2025-09-04T08:20:09+05:30,esp32-env1,28.544485,77.333141,209,11,1.1,25.70000076,99.90000153,26.62000084,984.5898438,241.3955078,374.1666565,4095,1,443,78,55,74,117
2025-09-04T08:20:13+05:30,2025-09-04T02:50:13+00:00,2025-09-04T08:20:14+05:30,esp32-env1,28.544485,77.333141,210,11,0.8,25.70000076,99.90000153,26.62999916,984.5872803,241.4171295,375,4095,1,423,38,27,174,322
2025-09-04T08:20:18+05:30,2025-09-04T02:50:18+00:00,2025-09-04T08:20:19+05:30,esp32-env1,28.544485,77.333141,205,9,1.5,25.70000076,99.90000153,26.64999962,984.5968628,241.3358154,373.333313,4095,1,476,29,36,166,635
2025-09-04T08:20:25+05:30,2025-09-04T02:50:25+00:00,2025-09-04T08:20:24+05:30,esp32-env1,28.544485,77.333141,208,9,1.5,25.70000076,99.90000153,26.65999985,984.585144,241.4356537,371.6666565,4095,1,462,104,30,142,226
2025-09-04T08:20:28+05:30,2025-09-04T02:50:28+00:00,2025-09-04T08:20:29+05:30,esp32-env1,28.544485,77.333141,206,11,1.2,25.70000076,99.90000153,26.68000031,984.5915527,241.3811035,370.833313,4095,1,465,69,18,153,184
2025-09-04T08:20:33+05:30,2025-09-04T02:50:33+00:00,2025-09-04T08:20:34+05:30,esp32-env1,28.544485,77.333141,212,10,1.2,25.70000076,99.90000153,26.69000053,984.5817261,241.4644775,373.333313,4095,1,477,37,35,54,397
2025-09-04T08:20:38+05:30,2025-09-04T02:50:38+00:00,2025-09-04T08:20:39+05:30,esp32-env1,28.544485,77.333141,215,10,1.4,25.70000076,99.90000153,26.70999908,984.6003418,241.305954,373.333313,4095,1,422,21,15,192,463
