server_time_local,server_time_utc,client_ts,device,sensors.gps.lat,sensors.gps.lon,sensors.gps.alt_m,sensors.gps.sat,sensors.gps.hdop,sensors.dht22.temp_c,sensors.dht22.hum_pct,sensors.bmp280.temp_c,sensors.bmp280.press_hpa,sensors.bmp280.alt_m,sensors.bh1750.lux,sensors.hs_s20b.adc_raw,sensors.hs_s20b.ratio,sensors.mh_z19e.co2_ppm
2025-09-03T23:15:25+05:30,2025-09-03T17:45:25+00:00,2025-09-03T23:15:28+05:30,esp32-env1,28.544485,77.333141,213,10,1.5,24.39999962,99.90000153,24.64999962,983.6995239,248.9851685,613.333313,3408,0.832234442,463
2025-09-03T23:15:30+05:30,2025-09-03T17:45:30+00:00,2025-09-03T23:15:33+05:30,esp32-env1,28.544485,77.333141,212,7,0.9,24.39999962,99.90000153,24.65999985,983.7020264,248.9635315,620,3218,0.785836399,513
2025-09-03T23:15:35+05:30,2025-09-03T17:45:35+00:00,2025-09-03T23:15:38+05:30,esp32-env1,28.544485,77.333141,207,10,1.2,24.39999962,99.90000153,24.65999985,983.6940918,249.0315094,620.833313,3341,0.815873027,450
2025-09-03T23:15:40+05:30,2025-09-03T17:45:40+00:00,2025-09-03T23:15:43+05:30,esp32-env1,28.544485,77.333141,208,10,1.2,24.39999962,99.90000153,24.67000008,983.703186,248.9537506,624.166626,3202,0.781929195,428
2025-09-03T23:15:46+05:30,2025-09-03T17:45:46+00:00,2025-09-03T23:15:48+05:30,esp32-env1,28.544485,77.333141,209,9,1.4,24.39999962,99.90000153,24.65999985,983.6970825,249.0057678,621.666626,3412,0.833211243,504
2025-09-03T23:15:50+05:30,2025-09-03T17:45:50+00:00,2025-09-03T23:15:53+05:30,esp32-env1,28.544485,77.333141,212,11,1.4,24.39999962,99.90000153,24.68000031,983.7054443,248.9346924,625,3248,0.793162405,454
2025-09-03T23:15:55+05:30,2025-09-03T17:45:55+00:00,2025-09-03T23:15:58+05:30,esp32-env1,28.544485,77.333141,207,7,1,24.39999962,99.90000153,24.69000053,983.7078247,248.914093,615,3431,0.837851048,516
2025-09-03T23:16:01+05:30,2025-09-03T17:46:01+00:00,2025-09-03T23:16:03+05:30,esp32-env1,28.544485,77.333141,206,7,1.4,24.39999962,99.90000153,24.69000053,983.6990356,248.9892883,620,3354,0.81904763,486
2025-09-03T23:16:05+05:30,2025-09-03T17:46:05+00:00,2025-09-03T23:16:08+05:30,esp32-env1,28.544485,77.333141,213,10,1.1,24.39999962,99.90000153,24.70999908,983.7009888,248.97229,614.166626,3527,0.86129427,506
2025-09-03T23:16:10+05:30,2025-09-03T17:46:10+00:00,2025-09-03T23:16:13+05:30,esp32-env1,28.544485,77.333141,208,8,0.8,24.39999962,99.90000153,24.71999931,983.7078247,248.914093,620.833313,3408,0.832234442,472
2025-09-03T23:16:15+05:30,2025-09-03T17:46:15+00:00,2025-09-03T23:16:18+05:30,esp32-env1,28.544485,77.333141,212,7,1.3,24.39999962,99.90000153,24.69000053,983.7143555,248.8584747,617.5,3251,0.793895006,499
2025-09-03T23:16:20+05:30,2025-09-03T17:46:20+00:00,2025-09-03T23:16:23+05:30,esp32-env1,28.544485,77.333141,213,7,1.2,24.39999962,99.90000153,24.68000031,983.7296143,248.7281647,621.666626,2880,0.703296721,519
2025-09-03T23:16:26+05:30,2025-09-03T17:46:26+00:00,2025-09-03T23:16:28+05:30,esp32-env1,28.544485,77.333141,206,10,1.3,24.39999962,99.90000153,24.68000031,983.7189941,248.8188171,612.5,2967,0.724542141,496
2025-09-03T23:16:31+05:30,2025-09-03T17:46:31+00:00,2025-09-03T23:16:33+05:30,esp32-env1,28.544485,77.333141,209,10,1.3,24.39999962,99.90000153,24.68000031,983.7207642,248.8038788,615.833313,3168,0.773626387,475
2025-09-03T23:16:38+05:30,2025-09-03T17:46:38+00:00,2025-09-03T23:16:38+05:30,esp32-env1,28.544485,77.333141,206,11,1.1,24.39999962,99.90000153,24.68000031,983.7107544,248.8893738,612.5,3257,0.795360208,518
2025-09-03T23:16:40+05:30,2025-09-03T17:46:40+00:00,2025-09-03T23:16:43+05:30,esp32-env1,28.544485,77.333141,208,11,0.8,24.5,99.90000153,24.72999954,983.7310791,248.7158051,618.333313,3373,0.823687434,450
2025-09-03T23:16:45+05:30,2025-09-03T17:46:45+00:00,2025-09-03T23:16:48+05:30,esp32-env1,28.544485,77.333141,214,8,0.9,24.5,99.90000153,24.70000076,983.7137451,248.8636169,613.333313,3417,0.834432244,487
2025-09-03T23:16:51+05:30,2025-09-03T17:46:51+00:00,2025-09-03T23:16:53+05:30,esp32-env1,28.544485,77.333141,208,12,1.2,24.5,99.90000153,24.69000053,983.7217407,248.795639,615.833313,3377,0.824664235,425
2025-09-03T23:16:55+05:30,2025-09-03T17:46:55+00:00,2025-09-03T23:16:58+05:30,esp32-env1,28.544485,77.333141,208,10,1.3,24.5,99.90000153,24.68000031,983.7039185,248.9475708,621.666626,3431,0.837851048,448
2025-09-03T23:17:01+05:30,2025-09-03T17:47:01+00:00,2025-09-03T23:17:03+05:30,esp32-env1,28.544485,77.333141,208,10,0.8,24.5,99.90000153,24.68000031,983.7106323,248.8903961,620,3378,0.824908435,478
2025-09-03T23:17:06+05:30,2025-09-03T17:47:06+00:00,2025-09-03T23:17:08+05:30,esp32-env1,28.544485,77.333141,213,7,1.3,24.5,99.90000153,24.68000031,983.6948242,249.024826,619.166626,3426,0.836630046,471
2025-09-03T23:17:11+05:30,2025-09-03T17:47:11+00:00,2025-09-03T23:17:13+05:30,esp32-env1,28.544485,77.333141,208,10,1.5,24.5,99.90000153,24.68000031,983.7087402,248.9063721,620,3408,0.832234442,447
2025-09-03T23:17:19+05:30,2025-09-03T17:47:19+00:00,2025-09-03T23:17:18+05:30,esp32-env1,28.544485,77.333141,206,11,1.5,24.5,99.90000153,24.68000031,983.7068481,248.9223328,612.5,3435,0.838827848,440
2025-09-03T23:17:44+05:30,2025-09-03T17:47:44+00:00,2025-09-03T23:17:23+05:30,esp32-env1,28.544485,77.333141,207,12,1.5,24.5,99.90000153,24.70000076,983.7254639,248.7637024,615.833313,3434,0.838583648,478
2025-09-03T23:17:46+05:30,2025-09-03T17:47:46+00:00,2025-09-03T23:17:48+05:30,esp32-env1,28.544485,77.333141,213,7,1.2,24.5,99.90000153,24.70999908,983.6901855,249.0644836,620,4095,1,506
2025-09-03T23:17:51+05:30,2025-09-03T17:47:51+00:00,2025-09-03T23:17:53+05:30,esp32-env1,28.544485,77.333141,206,10,1.3,24.5,99.90000153,24.69000053,983.7041626,248.9455109,619.166626,3375,0.824175835,429
2025-09-03T23:17:52+05:30,2025-09-03T17:47:52+00:00,2025-09-03T23:17:43+05:30,esp32-env1,28.544485,77.333141,215,7,0.8,24.5,99.90000153,24.69000053,983.7011108,248.9712524,618.333313,4095,1,426
2025-09-03T23:17:59+05:30,2025-09-03T17:47:59+00:00,2025-09-03T23:17:58+05:30,esp32-env1,28.544485,77.333141,213,12,1.5,24.5,99.90000153,24.69000053,983.6994019,248.9861908,620.833313,3363,0.821245432,490
2025-09-03T23:18:01+05:30,2025-09-03T17:48:01+00:00,2025-09-03T23:18:03+05:30,esp32-env1,28.544485,77.333141,208,10,1.5,24.5,99.90000153,24.70999908,983.6918945,249.0500488,617.5,3297,0.805128217,479
2025-09-03T23:18:06+05:30,2025-09-03T17:48:06+00:00,2025-09-03T23:18:08+05:30,esp32-env1,28.544485,77.333141,206,7,1.2,24.5,99.90000153,24.73999977,983.7202148,248.8085175,620.833313,3321,0.810989022,490
2025-09-03T23:18:11+05:30,2025-09-03T17:48:11+00:00,2025-09-03T23:18:13+05:30,esp32-env1,28.544485,77.333141,206,8,1.4,24.39999962,99.90000153,24.71999931,983.6928101,249.0423279,615,3389,0.827594638,463
2025-09-03T23:18:17+05:30,2025-09-03T17:48:17+00:00,2025-09-03T23:18:18+05:30,esp32-env1,28.544485,77.333141,212,11,1.3,24.39999962,99.90000153,24.72999954,983.7034302,248.9516907,614.166626,3403,0.831013441,464
2025-09-03T23:18:21+05:30,2025-09-03T17:48:21+00:00,2025-09-03T23:17:38+05:30,esp32-env1,28.544485,77.333141,205,12,1,24.5,99.90000153,24.70999908,983.7404175,248.6359863,620,3423,0.835897446,468
2025-09-03T23:18:21+05:30,2025-09-03T17:48:21+00:00,2025-09-03T23:18:23+05:30,esp32-env1,28.544485,77.333141,208,9,0.9,24.5,99.90000153,24.70999908,983.6939087,249.0330658,624.166626,3366,0.821978033,422
2025-09-03T23:18:26+05:30,2025-09-03T17:48:26+00:00,2025-09-03T23:18:28+05:30,esp32-env1,28.544485,77.333141,211,12,1.1,24.5,99.90000153,24.70999908,983.7092285,248.9022522,621.666626,3410,0.832722843,479
